Category,Channel,Message
NORMAL,0,"weekly 2-chest, if you bring a macro atleast read your own"
NORMAL,0,"Weekly reclear :3 2 chest, Ilya uptime, Garuda sister orbs, G1 N>E>W G2 S>W>E"
NORMAL,0,We're running gazelle skin maps and could really uses some adventurers. Anyone who joins will also get a wedding invite!
NORMAL,0,will do your taxes for casual top
NORMAL,10," /kidnap"
NORMAL,10," join the fellowship ""puzzle jumpers"" for new jump puzzles and updates"
NORMAL,10," no dont be lmao"
NORMAL,10," Salted Earth . it feels useless.. am i missing something?"
NORMAL,10," whats the 2nd question on the test for real reborn"
NORMAL,10,!
NORMAL,10,"""error: if u see this message, it's not set to private"""
NORMAL,10,#worth
NORMAL,10,*-*
NORMAL,10,*130
NORMAL,10,...
NORMAL,10,...? So you sending me one right
NORMAL,10,...Hi Lyu
NORMAL,10,...Neko just kidnaps strangers
NORMAL,10,...yes
NORMAL,10,:(
NORMAL,10,:)
NORMAL,10,:3
NORMAL,10,:D
NORMAL,10,:D
NORMAL,10,:O
NORMAL,10,;-;
NORMAL,10,?
NORMAL,10,"@ i can pirate it easily, but... nope. i'd rather look for shit on netflix. it's horribad."
NORMAL,10,"[5:00]Total Play Time: 158 days, 4 hours, 16 minutes"
NORMAL,10,\o/
NORMAL,10,^
NORMAL,10,-_-
NORMAL,10,<3
NORMAL,10,<3
NORMAL,10,<3 i will ye
NORMAL,10,=.= them monkeys couldn't get brambles even though i explained it like 4 fucking times =.=
NORMAL,10,>:D
NORMAL,10,♥
NORMAL,10,0.2 please?
NORMAL,10,09-Nov
NORMAL,10,1 mil
NORMAL,10,"1 mil is p cheap, damn"
NORMAL,10,1 second
NORMAL,10,1/10 the toilet smells and is clogged!
NORMAL,10,2 LITER OF PEPSI AND QUESADILLAS
NORMAL,10,3 of them. and they're on the MB right now for 300k each
NORMAL,10,4pm to 3 am
NORMAL,10,4weird
NORMAL,10,50 bucks
NORMAL,10,500 buck machine vs most peoples overkill pc XD
NORMAL,10,7am-3pm :c
NORMAL,10,a few days ago and it crashed too
NORMAL,10,a lala!?
NORMAL,10,"A Rank =Relink!= Lakeland ( 22.7  , 12.5 )"
NORMAL,10,a sec
NORMAL,10,a suit lol
NORMAL,10,"according the forums, you get 13 pts at rank 13. so you might get more the closer you get to 20"
NORMAL,10,add mystel as friend
NORMAL,10,adjust settings maybe?
NORMAL,10,aether
NORMAL,10,again
NORMAL,10,agre3ed
NORMAL,10,ah ok
NORMAL,10,"ah, time to see if they have any onions on the MB, just hit rank 13 with my chocobo...sometimes there isnt any on the MB"
NORMAL,10,"ah, yeah so that makes more sense"
NORMAL,10,aha!
NORMAL,10,ahh
NORMAL,10,Ahh yea
NORMAL,10,Akuji my raid is popping sorry
NORMAL,10,"all i need, treasure drop"
NORMAL,10,"All i remember is just leveling by birb boi and by the time he was maxed, i had all the skills :D im sure you'll get more SP per level the higher you go"
NORMAL,10,all ranks above rank 10 only give 10
NORMAL,10,all this glitching is hurting my head just thinking about it
NORMAL,10,all trees can be maxed out by level 20
NORMAL,10,almost makes you wanna punch puppies and kick babies
NORMAL,10,alrighty
NORMAL,10,also nice avatar
NORMAL,10,also tons of people just buy clears for the titles anyway
NORMAL,10,also who are you people
NORMAL,10,"also, if u look close enuff, u can almost see through my undies"
NORMAL,10,Alucard chocking on KFC
NORMAL,10,Alucard looks like a rich drug dealer wtf
NORMAL,10,an apartement!!
NORMAL,10,And nyas are pretty nice
NORMAL,10,and see if u have any crashes
NORMAL,10,"and since levinstrike is guaranteed hq, you can make the alkahests with all nq"
NORMAL,10,and sony is offering refunds as well.
NORMAL,10,and takes them around places
NORMAL,10,and thanks for visitting ;-;
NORMAL,10,"and that also just started like, 2-3 days ago"
NORMAL,10,and that you were simping for Dual
NORMAL,10,and then you can look at the triangle rose
NORMAL,10,and this is where i sleep
NORMAL,10,and we were down a DPS lol
NORMAL,10,And we're based
NORMAL,10,And will actually start playing again after my birthday ;-;
NORMAL,10,And... Me.
NORMAL,10,any roulettes?
NORMAL,10,Anyone else have the new school uniforms?
NORMAL,10,anytime!
NORMAL,10,anyway gl talm is nagging
NORMAL,10,apparantly rikan already had the pants
NORMAL,10,are u still trying to use dx10 or something?
NORMAL,10,are what's causing ur dx errors
NORMAL,10,are you having a stroke amata
NORMAL,10,are you new?
NORMAL,10,ARE YOU RAT PEOPLE STILL AT IT
NORMAL,10,Are you single?
NORMAL,10,arent you the cutest lala
NORMAL,10,assuming aether isn't so different..?
NORMAL,10,asteria's dropkicks so powerful she removed a whole time zone
NORMAL,10,Aw
NORMAL,10,aww :(
NORMAL,10,ayyyee same frosias
NORMAL,10,AYYYY
NORMAL,10,ayyyyy
NORMAL,10,back to food
NORMAL,10,bad
NORMAL,10,banana fren
NORMAL,10,be easy bruh
NORMAL,10,Be right back :D
NORMAL,10,"bed!, catch up with sloop while flying"
NORMAL,10,before other 2 allis
NORMAL,10,best of luck
NORMAL,10,better set it to private
NORMAL,10,brb :|
NORMAL,10,brb dishes and then im rdy to go
NORMAL,10,brb gonna dutie <3
NORMAL,10,breathe
NORMAL,10,bro
NORMAL,10,bro just transfer back ur here 24/7
NORMAL,10,bro pls
NORMAL,10,bruh are you gonna be okay
NORMAL,10,BUNNEH
NORMAL,10,"Buns are nice and all, but I for one am a FURRY-"
NORMAL,10,But also yes glitching hurts
NORMAL,10,but i also want bozjan loot
NORMAL,10,but I levelled up
NORMAL,10,but i think
NORMAL,10,but if i exit game
NORMAL,10,but its not ba
NORMAL,10,but its optimization is trash
NORMAL,10,But srsly u do it
NORMAL,10,but that included crafting aesthete
NORMAL,10,But we built different
NORMAL,10,but yea 3AM
NORMAL,10,buy me an iphone with money
NORMAL,10,BUY ONE FOR MEEEEEEEEE
NORMAL,10,"Cal, imma girl you know right?"
NORMAL,10,can it be weekly reset already...I want to go get more pieces of Cryptlurker
NORMAL,10,can't blame ya
NORMAL,10,cat
NORMAL,10,Cat girls are JUSTICE
NORMAL,10,"cause like, i haven't been getting errors"
NORMAL,10,clear?
NORMAL,10,clearly i need to shave
NORMAL,10,closing at 4am??
NORMAL,10,clothing is for the weak!
NORMAL,10,come here
NORMAL,10,come on
NORMAL,10,come tank
NORMAL,10,"come to my house, it's open"
NORMAL,10,Come.
NORMAL,10,cool beans
NORMAL,10,"cool, was just trying to figure out how to place SP as I level"
NORMAL,10,correct
NORMAL,10,Could be.  I blocked and reported two of them already.
NORMAL,10,could have fooled me
NORMAL,10,could u move just a tab hobnbs
NORMAL,10,couple Fates and you should be golden!
NORMAL,10,crafting took a minute
NORMAL,10,crystal just has more rp
NORMAL,10,cute can you help with that static or nah?
NORMAL,10,cya
NORMAL,10,D:
NORMAL,10,DAME DA NEEEEE
NORMAL,10,damn
NORMAL,10,danko kaikazoku
NORMAL,10,daw
NORMAL,10,d-do you wanna watch steven in a bit?
NORMAL,10,diaval :D
NORMAL,10,Dick me down mistress
NORMAL,10,did
NORMAL,10,did a test and it's 100% HQ without HQ mats :D
NORMAL,10,did i see SKIP
NORMAL,10,dindin time..  see yall tomorrow
NORMAL,10,do i have a title??
NORMAL,10,do youw ant to come too??
NORMAL,10,dodge got it in 15 secs
NORMAL,10,Dodge told me everything >:(
NORMAL,10,DODGEEEEEEEE
NORMAL,10,doenst work
NORMAL,10,does it offer 15% and more on chocobo insurance too?
NORMAL,10,doing pretty good lalafluff how about you
NORMAL,10,don't abduct kids neko
NORMAL,10,don't ever change
NORMAL,10,dont know why but it looked like natsu for me lmao
NORMAL,10,don't say it
NORMAL,10,dont wiggle those ears knucklehead
NORMAL,10,DRAGOON
NORMAL,10,dude
NORMAL,10,dungeon spam or fate grind XD.  if your level 30(with job stone) you can que frontlines for easy XP too
NORMAL,10,Dye that jacket plum purple and come back on the 21st
NORMAL,10,eh?
NORMAL,10,embrace the drinky drinks
NORMAL,10,Euuugh
NORMAL,10,even thought of bringing youbut the lazyness is setting in
NORMAL,10,evening luna!
NORMAL,10,EWWW
NORMAL,10,exarchic!!
NORMAL,10,excuse me miss
NORMAL,10,ey kid
NORMAL,10,ez
NORMAL,10,Ez
NORMAL,10,fake friend
NORMAL,10,FBI
NORMAL,10,feelsbadman
NORMAL,10,feelsbadman
NORMAL,10,Femhrothgar are male  Miqo'te
NORMAL,10,Femhrothgar are the same thing
NORMAL,10,FFA Zonureskin maps run in PF if anyone is interested \o/
NORMAL,10,fights did take longer than usual...
NORMAL,10,five years?
NORMAL,10,fix your eyes
NORMAL,10,flexed on
NORMAL,10,Floof
NORMAL,10,for once they're actually giving refunds
NORMAL,10,for the weapons :3
NORMAL,10,free damage on the oGCD
NORMAL,10,friendos had exams/work
NORMAL,10,friends need me
NORMAL,10,friends needed clear for normal
NORMAL,10,from glow
NORMAL,10,games hard to look at sometimes lol
NORMAL,10,gee thanks ghost
NORMAL,10,get some gil out and play
NORMAL,10,gettin close to 80 i can almost taste it xD
NORMAL,10,ghibli <3
NORMAL,10,"Ghost, I have 2 Cloudsbreath i would be happy to give you."
NORMAL,10,Gilgamesh
NORMAL,10,gimmie that hat
NORMAL,10,Give me milk and cookies
NORMAL,10,glam yourself
NORMAL,10,glamours are so cost soo much  ;-;
NORMAL,10,gnight :)
NORMAL,10,gonna be done with roulettes after alliance raids
NORMAL,10,gonna have to help him catch up
NORMAL,10,good
NORMAL,10,Good evening
NORMAL,10,good night mystel
NORMAL,10,good night twonkle
NORMAL,10,good night you two
NORMAL,10,GOOD.
NORMAL,10,goodnight
NORMAL,10,goodnight :3
NORMAL,10,Goodnight all!  Friday tomorrow :)
NORMAL,10,goodnight! ly <3
NORMAL,10,goodnight!!
NORMAL,10,got someone to make em for me
NORMAL,10,gottem
NORMAL,10,great now i have to go rewatch all 60 episodes
NORMAL,10,great place
NORMAL,10,Gridania
NORMAL,10,gtfo looked pretty good when i played it XD
NORMAL,10,guess no more toilet
NORMAL,10,guess this is where we will part ways
NORMAL,10,guys
NORMAL,10,gwedin is a booli!
NORMAL,10,HAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
NORMAL,10,"Haha, glad to be of service"
NORMAL,10,happy isn't too bad
NORMAL,10,happy to make glam if folks get the mats
NORMAL,10,harder
NORMAL,10,have
NORMAL,10,have a good time and give talm hugs for me ty
NORMAL,10,Have you ever seen a baby pigeon
NORMAL,10,Have you unlocked all the Heavensward Dungeuns?  That is how I got through to 68-69
NORMAL,10,he hates it
NORMAL,10,He needs his food too haha
NORMAL,10,heading there now
NORMAL,10,hehh
NORMAL,10,HELLO JOHN DARKSOULS
NORMAL,10,Hello!
NORMAL,10,HENLO
NORMAL,10,here*
NORMAL,10,hes gonna main astro with me :P
NORMAL,10,Hey
NORMAL,10,hey bud. im good thanks thought
NORMAL,10,Hey HELLO? Anyone got Cocobolo Lumber for sale?
NORMAL,10,Hey Jungso
NORMAL,10,Hey Lili
NORMAL,10,hey stuff
NORMAL,10,hey that'd be pretty excellent
NORMAL,10,hf bb
NORMAL,10,hi
NORMAL,10,hi boss lady. how are you doing
NORMAL,10,Hi fives all round!
NORMAL,10,hi frieends.
NORMAL,10,"Hi love, it's so good to see you :3"
NORMAL,10,Hi Luna
NORMAL,10,"Hi Luna, Ghost, Arandrax :-)"
NORMAL,10,hi u can get me silence for this starlight season
NORMAL,10,hihi
NORMAL,10,hiiiii val!!
NORMAL,10,hiiiiiii
NORMAL,10,hilarious*
NORMAL,10,hiya :)
NORMAL,10,hmm
NORMAL,10,hmm  they have some and only 105K with taxes  better than the last few
NORMAL,10,"hmm, well wil lsee what happens  lol"
NORMAL,10,hmm?
NORMAL,10,HMMMMMMMMMM
NORMAL,10,hobbs
NORMAL,10,Hobbs youre alive!
NORMAL,10,"Holiday themed glamour contest! Midgardsormr server! Ul'dah - Steps of Thal ( 11.0  , 11.1 ) 930EST! Join in for a chance to win a mount of your choice from mog station! streaming to twitch.tv/SutaVR!"
NORMAL,10,honestly just been sitting back lisinting to this while i wait for que :3
NORMAL,10,housing limits are dumb
NORMAL,10,how can i enjoy my pizza... without my DIET DR. KELP!?
NORMAL,10,how come
NORMAL,10,how do you max out all trees then?  seem a bit short
NORMAL,10,how have you been twonkle
NORMAL,10,"how long have you been playing ff14, tutuka?"
NORMAL,10,"how many skill points does tank 14 give, 11?  13 only gave 10"
NORMAL,10,how much did you pay for everything?
NORMAL,10,how so?
NORMAL,10,huh? listen
NORMAL,10,"i ""think"" there's a setting in the uhhh"
NORMAL,10,i always want new gear
NORMAL,10,I am :|
NORMAL,10,I AM NOW...SUPER KAMI GURU
NORMAL,10,I AM WANTED BY MULTIPLE AUTHORITIES FOR BLACK MARKET RAT DEALING
NORMAL,10,i be here when you return
NORMAL,10,i bet though
NORMAL,10,i cant see
NORMAL,10,I deal in popotos
NORMAL,10,i did all the cop missions and stuff
NORMAL,10,i dont believe so ignis
NORMAL,10,i dont join fc
NORMAL,10,I dont like the cap but the jacket is cool looking
NORMAL,10,"i don't trust it. it's like... what, a weord multiplayer of... i forgot the name. it may really well be worth looking to, not yet."
NORMAL,10,i dumped like 100 hours in it this week
NORMAL,10,i dunno lol
NORMAL,10,i feel like an idiot
NORMAL,10,i feel like it's old content for people who just want a challenge
NORMAL,10,i fianlly did my last odin yesterday so that was nice
NORMAL,10,I forgot
NORMAL,10,i get to listen to music for a majority of the time xD
NORMAL,10,i get to teach him rotations xD
NORMAL,10,"i got a mist silk in one of my treasure maps and it was worth like 800K on the MB so I sold it, its a glam thing apparently"
NORMAL,10,i got a new title!
NORMAL,10,i got you fam
NORMAL,10,i gotta see how much cloudsbreath is. i need 2 or 6 more for the bed or chair respectively
NORMAL,10,i guess
NORMAL,10,i have 70k gil now
NORMAL,10,I have big expectations
NORMAL,10,i have closing shift tomorrow
NORMAL,10,I HAVE DEALT FOUR RATS
NORMAL,10,I have no idea whats going on
NORMAL,10,i have one braincell and it's really hungry rn
NORMAL,10,i have the female version
NORMAL,10,I have the items for the glam
NORMAL,10,i have titles deactivated ingame
NORMAL,10,i have to reboot my pc
NORMAL,10,I haven't caught up yet since patch
NORMAL,10,i hear an inferior metroid
NORMAL,10,i hear antitower is faster
NORMAL,10,I hope wherever you are in the world you are staying safe from that rona :o
NORMAL,10,I just do extremes and craft now
NORMAL,10,i just do objectives and hope we win
NORMAL,10,i just feel like its not worth using
NORMAL,10,i just got here!
NORMAL,10,i just have that beautiful
NORMAL,10,I just ran where everyone else ran used offensive spells on enemies where I could
NORMAL,10,I knew it
NORMAL,10,i know
NORMAL,10,I learned something today!
NORMAL,10,I like
NORMAL,10,i like the lighting a lot
NORMAL,10,"i literally logged in, did one thing, and d/c'd"
NORMAL,10,I livvve
NORMAL,10,I lost about 5M REEEEEEE
NORMAL,10,I love how sitting is weird
NORMAL,10,I love these entries lmfao
NORMAL,10,I made this
NORMAL,10,i mean 3
NORMAL,10,i might head there
NORMAL,10,"i must be off, to find the goat"
NORMAL,10,i need to clean my inventory XD
NORMAL,10,I need to craft them
NORMAL,10,i need to learn dancer
NORMAL,10,i neeeeeed the new treasure items lol
NORMAL,10,i never knew she did rp stuff
NORMAL,10,i never know what's happening in pvp
NORMAL,10,i never looked into those
NORMAL,10,I only logged in last monday..?
NORMAL,10,i only slept 5 hours
NORMAL,10,I pretty much have everything but the Enchanted Elm Lumber (of course my CRP is only 40)
NORMAL,10,I reached 100 limit on this apartment :(
NORMAL,10,i realized why i first hated the exarch healing set. it's bc of the pants. the new skirt makes it much better
NORMAL,10,i really love this loft up here
NORMAL,10,i reinstalled drivers and still crashed
NORMAL,10,i remember back on PS3 days when you would never see Odin or Behemoth. just would stand there until Fate ended or game crashed XD
NORMAL,10,I removed my title
NORMAL,10,I see
NORMAL,10,i should have streamed me and dodges run
NORMAL,10,I stopped caring about savage and ultimates like two years ago
NORMAL,10,I take blurry pics
NORMAL,10,"I think I have the stuff for the mor dhona one, but I haven't gone there on this character"
NORMAL,10,I think the crazy overmelds are a waste of gil
NORMAL,10,I think you can claim a free one
NORMAL,10,I thought all fish were gay
NORMAL,10,i thought it was for the memes tho?
NORMAL,10,I thought you knew them
NORMAL,10,i tried the dx9 option
NORMAL,10,i used to be able to do this first try
NORMAL,10,i wanna get the
NORMAL,10,I WANNA NEW TVVVVVVVVV
NORMAL,10,I want those too!  So awesome looking!
NORMAL,10,I want to do content
NORMAL,10,I wanted a fireplace and some seats :(
NORMAL,10,i was here first
NORMAL,10,I was intimidated by crafting/gathering until i tried it
NORMAL,10,i was just given pastel blue by another highschool too
NORMAL,10,I was just reading
NORMAL,10,"I was just uh, eating my snack!"
NORMAL,10,I was told that Ren was simping
NORMAL,10,i was waiting for kimi
NORMAL,10,i will be for a good bit
NORMAL,10,i would need 3 or 4 of them right?
NORMAL,10,i would recommend maybe a like...repair
NORMAL,10,I... still don't have a swimsuit
NORMAL,10,î€ gil îî€ Please. î
NORMAL,10,î€ gil îî€ Please. î
NORMAL,10,î»Emerald Battleaxe
NORMAL,10,icky :c
NORMAL,10,id catch some zzzs
NORMAL,10,i'd just go watch and lurk
NORMAL,10,id love it if my boss tried to lay a hand on me
NORMAL,10,id whoop her ass so quick
NORMAL,10,idk
NORMAL,10,idk about rp in this game
NORMAL,10,idk debating on either going to bed for work or staying up a little more
NORMAL,10,idk i'm dumb as dirt
NORMAL,10,idk it's very casual
NORMAL,10,idk lets check
NORMAL,10,idk most of NA is the same
NORMAL,10,idk why
NORMAL,10,if boss catches me ill get my ass whopped
NORMAL,10,"If I didn't reach the limit, there would be"
NORMAL,10,"if you blacklist somebody and get put in a dungeon/raid w/them again, wiill you see their chat comments?"
NORMAL,10,"if you like jumping puzzles or a challenge, check out my new puzzle on Siren, shirogane ward 22 plot 56. sign the book at the end for bragging rights!."
NORMAL,10,"if you need PVP help, just snag me and head to Wolves Den. I can get ya all squared away"
NORMAL,10,if youre pst yes
NORMAL,10,if you're still up after raid
NORMAL,10,if you're talking chocobo
NORMAL,10,ignis it is two steps from hell they make really good emotional instrumental music
NORMAL,10,ikr
NORMAL,10,ill also be able to pop into the discord :D
NORMAL,10,ill be stocking shelves so i cant discord in meantime
NORMAL,10,I'll be waiting
NORMAL,10,ill buy PS5 just to play FF7 Remake Part 2 d('.'d)
NORMAL,10,ill come
NORMAL,10,Ill keep a lookout.
NORMAL,10,I'll never understand that talent
NORMAL,10,"i'll think about it, my friends are also part of a different school"
NORMAL,10,Ilya brambles is the best.
NORMAL,10,i'm 2shy
NORMAL,10,i'm about to go mystel's new apartement
NORMAL,10,im about to put the cat in the boy
NORMAL,10,"im already shot enough, dont need to lose more inches"
NORMAL,10,I'm banned from over here though ;-;
NORMAL,10,im buyin fantasia for all the girls in stars to switch over to Viera
NORMAL,10,im buying fantasia for all the girls in stars to switch over to Viera
NORMAL,10,im cheap
NORMAL,10,im class president i get rights also!
NORMAL,10,i'm currently at the FC right now.
NORMAL,10,I'm down
NORMAL,10,i'm dumb
NORMAL,10,im glad youre excited :3 its going to be a good time!
NORMAL,10,im gonna boz it up for a bit
NORMAL,10,I'm gonna put late for class for girl Hrothgar school. *runs with La Noscean Toast in mouth*
NORMAL,10,im in a party with jag
NORMAL,10,"im leveling crafters and gathers cause...well,  i guess because its part of the game  lol"
NORMAL,10,I'm like 15% short lmao
NORMAL,10,"i'm like, 2 memories away"
NORMAL,10,I'm looking for maps
NORMAL,10,i'm mountain time
NORMAL,10,i'm neko
NORMAL,10,i'm not invovled in this kidnapping
NORMAL,10,I'm not Mystel
NORMAL,10,im still havin fun with it
NORMAL,10,im tempted to get it on PC
NORMAL,10,I'm testing out other fishing racials
NORMAL,10,I'm the one person with the persona cosplays
NORMAL,10,I'm too low levelled to continue the msq
NORMAL,10,I'm waiting to hear this
NORMAL,10,im working 4-3
NORMAL,10,imagine there was a seat here
NORMAL,10,i'mma go look over stuff til we start
NORMAL,10,imma literally log off
NORMAL,10,"Imma say yeah, mamas"
NORMAL,10,in hentai
NORMAL,10,in less than 24 hrs
NORMAL,10,in my CLASS
NORMAL,10,indeed
NORMAL,10,instead i find banananana
NORMAL,10,Insurance is real nowadays
NORMAL,10,introductions.
NORMAL,10,is it at her house or at an apt?
NORMAL,10,IS LYU THE PRINCIPAL
NORMAL,10,I's my crafting gear ;-;
NORMAL,10,is ok
NORMAL,10,Is poppin' yo'.
NORMAL,10,is to get all my places to 420 likes
NORMAL,10,Isn't there glams and titles..?
NORMAL,10,"it does damage, the end"
NORMAL,10,it is
NORMAL,10,it is me
NORMAL,10,it only started recently
NORMAL,10,it was on purpose
NORMAL,10,"it's at 7pm (EST) [5pm my time], right?"
NORMAL,10,it's at some house in the mists
NORMAL,10,it's become obvious hobbs
NORMAL,10,it's called moonlit loughe i think
NORMAL,10,ITS FILTHY HERE
NORMAL,10,it's in about 15
NORMAL,10,its just stuff to wear  ;p
NORMAL,10,its money tho :D
NORMAL,10,its more im trying to ignore the fact i drank a little too much lol
NORMAL,10,it's more useful for large pulls but still worth it to use on CD for single targets
NORMAL,10,Its not what it looks like-
NORMAL,10,its okay
NORMAL,10,it's so good
NORMAL,10,ITS SO MESSED UP
NORMAL,10,it's some RP place
NORMAL,10,its the best looking game I've seen when it doesn't get all blurry lol
NORMAL,10,It's worse that way D:
NORMAL,10,I've done the bare minimum in my room and that already was a pain :(
NORMAL,10,"I've made exarchic for my... tank, ranged, and healer?"
NORMAL,10,I've progged uwu and ucob but my group never wanted to finish them
NORMAL,10,"i've seen her introduced though, if that's what you mean?"
NORMAL,10,I've started to prog on uwu not too long ago
NORMAL,10,johnny
NORMAL,10,join our discord
NORMAL,10,Join our FC
NORMAL,10,Join us
NORMAL,10,Jokes on u
NORMAL,10,just be sending out the FC submarines
NORMAL,10,just checking
NORMAL,10,just chillin :D
NORMAL,10,just cough syrup
NORMAL,10,just glam like
NORMAL,10,just pet dual non stop when hes a lala
NORMAL,10,just popped back into town a moment ago hehe
NORMAL,10,Just so I don't have to hop too many times.
NORMAL,10,"just standing around! no, I'm just an alt c:"
NORMAL,10,just weirdo meme things
NORMAL,10,KICK ITS ASSSSSSSSS
NORMAL,10,kimiiiiiiiiiiiiiii
NORMAL,10,laters
NORMAL,10,Latom
NORMAL,10,launcher?
NORMAL,10,let me know when you are out of the dungeon you are in
NORMAL,10,Let us be
NORMAL,10,let's goo
NORMAL,10,leviathan's most popular cat
NORMAL,10,levinstrike calls
NORMAL,10,like in game
NORMAL,10,like ugh
NORMAL,10,Liv what's your opinion on bunnies?
NORMAL,10,"L-listen, i wasn't skipping class"
NORMAL,10,lmao
NORMAL,10,lmao
NORMAL,10,LMAO
NORMAL,10,lmao aight Syn
NORMAL,10,lmfao mayeb
NORMAL,10,lol
NORMAL,10,lol
NORMAL,10,LOL
NORMAL,10,lol fair enough
NORMAL,10,lol I think there are two bots here by the lift attendant. :')
NORMAL,10,lol i wish
NORMAL,10,Lol I'll figure something out! I need to go pay a visit to our raid lead
NORMAL,10,lol im in a dungeon rn
NORMAL,10,lol recent patch
NORMAL,10,LOL WHAT MSSED UP
NORMAL,10,"lol, crazy right?"
NORMAL,10,look how it looks when i switch pose diaval
NORMAL,10,"LOOK, WE'RE READING, AND BEING GOOD"
NORMAL,10,looking good.
NORMAL,10,looks like it's more than im willing to spend at this moment
NORMAL,10,looks pretty good!
NORMAL,10,LOOOL
NORMAL,10,loooool
NORMAL,10,LOUNGE
NORMAL,10,lounge?
NORMAL,10,lvl66 currently
NORMAL,10,"Lyu is defintely the principal, with that a-"
NORMAL,10,LYU.. HEHE
NORMAL,10,M8
NORMAL,10,Male miqote are really just female miqote with a deformed torso
NORMAL,10,Mama Lyu must never find us-
NORMAL,10,maybe but i only need one like once a month or two cause it takes awhile to skill up anyway
NORMAL,10,maybe i should craft it too because it takes so long to get the tome gears
NORMAL,10,me
NORMAL,10,me go ciggy now
NORMAL,10,me too
NORMAL,10,meant to say it sounds like it has a very emtional dramatic music video to go with it lol
NORMAL,10,message set to private!
NORMAL,10,mhm
NORMAL,10,MICKEY MOUSE
NORMAL,10,"might be cheaper, maybe?"
NORMAL,10,might be to address stuff like that
NORMAL,10,Mikey got FF and hes downloading it now so im waiting for him to get on :D
NORMAL,10,Mind giving Unf's food if he comes?
NORMAL,10,Miru plays Dark knight and has never seen Bezerk =/
NORMAL,10,"MLK University got racial equality, good gameplay, and dental"
NORMAL,10,mmph- see?
NORMAL,10,Moko grass
NORMAL,10,Moogle Starlight from Kupo Claus!
NORMAL,10,morning billy
NORMAL,10,mouth to mouth is uhh... pretty intimate..
NORMAL,10,"Much obliged, as always!"
NORMAL,10,must
NORMAL,10,MY BRAIN CANT COMPREHEND IT
NORMAL,10,my friend emily used to do rp stuff a lot but idk
NORMAL,10,my main isn't even on primal lmao
NORMAL,10,my only goal for this game
NORMAL,10,My PC crashed
NORMAL,10,My upperclassmanhomie Chill Out can drive
NORMAL,10,mystel add tutuka
NORMAL,10,mystel take a photo of us please
NORMAL,10,Mystel the gpose slave?
NORMAL,10,nah its all about the viera
NORMAL,10,nah youre short
NORMAL,10,"nah, I don't do rp"
NORMAL,10,"nah, I stopped raiding after uwu but never finished it"
NORMAL,10,NAIIILLLLLLLLL
NORMAL,10,NAILLLLLLLLLLL
NORMAL,10,nani
NORMAL,10,Need help gathering stuff Towering?
NORMAL,10,need to up my glam game
NORMAL,10,neko btw we waiting for...?
NORMAL,10,neko clogged the toilet
NORMAL,10,neko did u even sleep
NORMAL,10,Neko is the only one that used it soooooo...
NORMAL,10,new content runs out pretty fast
NORMAL,10,nice my retainer brought back Cloudsbreath
NORMAL,10,night
NORMAL,10,night all - have a great evening!
NORMAL,10,Night all.  Early night for me.  Dont want to start anything new and get stuck here til the wee hours in the morining cause I can't put the story down lol.
NORMAL,10,night c:
NORMAL,10,night guys! thanks for stopping by :)
NORMAL,10,night lol
NORMAL,10,nighty night
NORMAL,10,nini bb ♥ ily
NORMAL,10,nisu!
NORMAL,10,nm i am going to talm's lounge thing
NORMAL,10,nn fren
NORMAL,10,nn!
NORMAL,10,no
NORMAL,10,NO ALTRIA
NORMAL,10,NO BUULI
NORMAL,10,no dx11
NORMAL,10,"no need to hold it, as you only cap it once"
NORMAL,10,no u
NORMAL,10,nonono
NORMAL,10,nope
NORMAL,10,nope!
NORMAL,10,"not a lot, but the mid-tier melds don't have a lot of 8s and 7s"
NORMAL,10,not again
NORMAL,10,not bad actually. excited about my first Starlight Celebration on the 19th.
NORMAL,10,now
NORMAL,10,Now go get me that money from Vauthry >:(
NORMAL,10,now i will make candy cane flavored hot coco irl in honor of you :#
NORMAL,10,now ive disabled everything on my startup tab
NORMAL,10,now you get pet
NORMAL,10,o
NORMAL,10,o-
NORMAL,10,O.O
NORMAL,10,o.o im back
NORMAL,10,o/
NORMAL,10,O_o no does not compute
NORMAL,10,o7
NORMAL,10,o7 night
NORMAL,10,Odin is indeed up
NORMAL,10,of course!
NORMAL,10,of game files
NORMAL,10,oh
NORMAL,10,oh
NORMAL,10,oh but that run u kept d/c'd
NORMAL,10,oh crap
NORMAL,10,oh fuck you're afk
NORMAL,10,Oh god-
NORMAL,10,oh hell yeah chrono trigger
NORMAL,10,oh hey so they took off 2077 from the ps store today
NORMAL,10,oh i gotta switch too
NORMAL,10,oh lol i kinda just do that
NORMAL,10,oh naisu
NORMAL,10,oh nice. if you need the mount crafted. just lmk
NORMAL,10,Oh ok
NORMAL,10,oh shit its THE SONG
NORMAL,10,oh wait im being dumb
NORMAL,10,Oh well I'm just happy I got my window and bedrooms xD
NORMAL,10,oh x.x
NORMAL,10,"oh, not mb"
NORMAL,10,oh?
NORMAL,10,Ohh
NORMAL,10,"Oi, twinky catboys are valid."
NORMAL,10,ok
NORMAL,10,ok i took a photo lmao
NORMAL,10,ok let's go!
NORMAL,10,ok night everyone see you tomorrow :)
NORMAL,10,ok probably i did the math wrong
NORMAL,10,okay I guess
